Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
generic,Chrome 84.0.4147.89,,,2020-07-30 22:16:58,2020-07-30 22:28:53,11m - 54.951s,INCOMPLETE
,,,,,,,
Test Cases/Generic/forgotPasswordLink_Test,Chrome 84.0.4147.89,TestCase Agenda: Verify if user is routed to a different page to retrieve account giving email to receive password change link,,2020-07-30 22:17:02,2020-07-30 22:17:56,54.012s,FAILED
Start listener action : setUp,Chrome 84.0.4147.89,,,2020-07-30 22:17:02,2020-07-30 22:17:45,43.046s,PASSED
"platform.Method.toClickOnWebElement(findTestObject(""GenericII/changePasswordLink""))",Chrome 84.0.4147.89,,,2020-07-30 22:17:46,2020-07-30 22:17:49,3.097s,PASSED
"verifyElementText(findTestObject(""GenericII/forgetHeader""), ""Forgot password?"", STOP_ON_FAILURE)",Chrome 84.0.4147.89,,,2020-07-30 22:17:49,2020-07-30 22:17:56,6.918s,FAILED
,,,,,,,
Test Cases/Generic/botPageAndHeaderAccess_Test,Chrome 84.0.4147.89,TestCase Agenda: To verify if navigation to header options is possible and  navigation back to home page,,2020-07-30 22:17:56,2020-07-30 22:22:07,4m - 11.678s,PASSED
Start listener action : setUp,Chrome 84.0.4147.89,,,2020-07-30 22:17:56,2020-07-30 22:20:15,2m - 19.473s,PASSED
"callTestCase(findTestCase(""Generic/successfulLogin_Test""), [:], STOP_ON_FAILURE)",Chrome 84.0.4147.89,,,2020-07-30 22:20:17,2020-07-30 22:20:54,36.944s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Dashboard""]))",Chrome 84.0.4147.89,,,2020-07-30 22:20:54,2020-07-30 22:20:56,2.407s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/imiLogo""))",Chrome 84.0.4147.89,,,2020-07-30 22:20:56,2020-07-30 22:20:59,2.516s,PASSED
"verifyElementPresent(findTestObject(""Button/createBot""), 15, STOP_ON_FAILURE)",Chrome 84.0.4147.89,,,2020-07-30 22:20:59,2020-07-30 22:21:00,1.231s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Knowledge""]))",Chrome 84.0.4147.89,,,2020-07-30 22:21:00,2020-07-30 22:21:04,4.138s,PASSED
"verifyElementText(findTestObject(""Generic/kbHeader""), ""Enterprise Knowledge Base"", OPTIONAL)",Chrome 84.0.4147.89,,,2020-07-30 22:21:04,2020-07-30 22:21:07,2.829s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/imiLogo""))",Chrome 84.0.4147.89,,,2020-07-30 22:21:07,2020-07-30 22:21:14,6.924s,PASSED
"verifyElementPresent(findTestObject(""Button/createBot""), 15, STOP_ON_FAILURE)",Chrome 84.0.4147.89,,,2020-07-30 22:21:14,2020-07-30 22:21:17,2.782s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Analytics""]))",Chrome 84.0.4147.89,,,2020-07-30 22:21:17,2020-07-30 22:21:19,2.732s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/imiLogo""))",Chrome 84.0.4147.89,,,2020-07-30 22:21:19,2020-07-30 22:21:30,10.808s,PASSED
