Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
deleteAllBot,Chrome 84.0.4147.89,,,2020-07-23 14:12:16,2020-07-23 14:17:52,5m - 36.159s,INCOMPLETE
,,,,,,,
Test Cases/Routerbot/botDeletion_Test,Chrome 84.0.4147.89,"TestCase Agenda: Verify if a user(Admin) can successfully delete a router bot

Step 1: Navigate to bot 
Step 2: Click on kebab menu on top right and select 'Delete' option
Step 3: Click on delete bot button (confirmation)
Step 4: Navigate to router bots page to verify if bot name is present",,2020-07-23 14:12:17,2020-07-23 14:13:35,1m - 18.400s,PASSED
Start listener action : setUp,Chrome 84.0.4147.89,,,2020-07-23 14:12:17,2020-07-23 14:12:36,19.876s,PASSED
"callTestCase(findTestCase(""Generic/successfulLogin_Test""), [:], STOP_ON_FAILURE)",Chrome 84.0.4147.89,,,2020-07-23 14:12:37,2020-07-23 14:13:02,24.784s,PASSED
"platform.Method.navigateToBot(""Router bots"", ROUTER_BOT)",Chrome 84.0.4147.89,,,2020-07-23 14:13:02,2020-07-23 14:13:09,6.729s,PASSED
"platform.Method.selectFromHamburgerMenu(""Delete"")",Chrome 84.0.4147.89,,,2020-07-23 14:13:09,2020-07-23 14:13:15,6.500s,PASSED
"platform.Method.toClickOnWebElement(findTestObject(""Generic/botDeleteBtn""))",Chrome 84.0.4147.89,,,2020-07-23 14:13:15,2020-07-23 14:13:18,2.414s,PASSED
delay(5),Chrome 84.0.4147.89,,,2020-07-23 14:13:18,2020-07-23 14:13:23,5.030s,PASSED
"platform.Method.toClickOnWebElement(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Router bots""]))",Chrome 84.0.4147.89,,,2020-07-23 14:13:23,2020-07-23 14:13:32,9.347s,PASSED
"verifyTextNotPresent(ROUTER_BOT, false, STOP_ON_FAILURE)",Chrome 84.0.4147.89,,,2020-07-23 14:13:32,2020-07-23 14:13:35,2.834s,PASSED
,,,,,,,
Test Cases/Faqbot/botDeletion_Test,Chrome 84.0.4147.89,TestCase Agenda: Successfully able to delete a bot,,2020-07-23 14:13:35,2020-07-23 14:14:33,58.052s,FAILED
Start listener action : setUp,Chrome 84.0.4147.89,,,2020-07-23 14:13:35,2020-07-23 14:13:50,14.723s,PASSED
