Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
faqSuiteE2E,Chrome 83.0.4103.116,,,2020-07-10 10:45:38,2020-07-10 11:30:53,45m - 15.034s,INCOMPLETE
,,,,,,,
Test Cases/Faqbot/botCreation_Test,Chrome 83.0.4103.116,TestCase Agenda: To test faq bot creation,,2020-07-10 10:45:42,2020-07-10 10:47:39,1m - 56.992s,PASSED
Start listener action : setUp,Chrome 83.0.4103.116,,,2020-07-10 10:45:50,2020-07-10 10:46:26,36.176s,PASSED
"callTestCase(findTestCase(""Generic/successfulLogin_Test""), [:], STOP_ON_FAILURE)",Chrome 83.0.4103.116,,,2020-07-10 10:46:27,2020-07-10 10:47:11,43.113s,PASSED
"platform.Method.clickOnElement(findTestObject(""Button/createBot""))",Chrome 83.0.4103.116,,,2020-07-10 10:47:11,2020-07-10 10:47:14,3.699s,PASSED
"sendKeys(findTestObject(""Input/botName""), nameOfTheBot)",Chrome 83.0.4103.116,,,2020-07-10 10:47:14,2020-07-10 10:47:17,3.171s,PASSED
"platform.Method.clickOnElement(findTestObject(""Toggle/feedback""))",Chrome 83.0.4103.116,,,2020-07-10 10:47:17,2020-07-10 10:47:20,2.424s,PASSED
"platform.Method.clickOnElement(findTestObject(""Button/done""))",Chrome 83.0.4103.116,,,2020-07-10 10:47:20,2020-07-10 10:47:23,2.989s,PASSED
"waitForElementVisible(findTestObject(""Generic/articleState""), 45, OPTIONAL)",Chrome 83.0.4103.116,,,2020-07-10 10:47:23,2020-07-10 10:47:37,13.815s,PASSED
"verifyElementText(findTestObject(""Generic/articleState""), ""Trained"", STOP_ON_FAILURE)",Chrome 83.0.4103.116,,,2020-07-10 10:47:37,2020-07-10 10:47:39,2.549s,PASSED
,,,,,,,
Test Cases/Faqbot/botSideOptionsNavigation_Test,Chrome 83.0.4103.116,TestCase Agenda: To navigate module within a FAQ bot,,2020-07-10 10:47:39,2020-07-10 10:49:37,1m - 58.099s,PASSED
Start listener action : setUp,Chrome 83.0.4103.116,,,2020-07-10 10:47:39,2020-07-10 10:48:00,20.495s,PASSED
