Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
FAQ_SSO,Chrome 85.0.4183.121,,,2020-09-28 15:17:59,2020-09-28 15:54:15,36m - 15.641s,INCOMPLETE
,,,,,,,
Test Cases/FAQ_SSO/botCreation_Test,Chrome 85.0.4183.121,TestCase Agenda: To test faq bot creation,,2020-09-28 15:19:23,2020-09-28 15:19:59,36.583s,PASSED
"platform.Method.clickOnElement(findTestObject(""Button/createBot""))",Chrome 85.0.4183.121,,,2020-09-28 15:19:24,2020-09-28 15:19:29,4.214s,PASSED
"sendKeys(findTestObject(""Input/botName""), nameOfTheBot)",Chrome 85.0.4183.121,,,2020-09-28 15:19:29,2020-09-28 15:19:32,3.736s,PASSED
"platform.Method.clickOnElement(findTestObject(""Toggle/feedback""))",Chrome 85.0.4183.121,,,2020-09-28 15:19:32,2020-09-28 15:19:35,2.257s,PASSED
"platform.Method.clickOnElement(findTestObject(""Button/done""))",Chrome 85.0.4183.121,,,2020-09-28 15:19:35,2020-09-28 15:19:37,2.560s,PASSED
"waitForElementVisible(findTestObject(""Generic/articleState""), 60, OPTIONAL)",Chrome 85.0.4183.121,,,2020-09-28 15:19:37,2020-09-28 15:19:53,15.664s,PASSED
"if (!(verifyElementText(findTestObject(""Generic/articleState""), ""Trained"", OPTIONAL)))",Chrome 85.0.4183.121,,,2020-09-28 15:19:53,2020-09-28 15:19:56,3.119s,PASSED
"platform.Method.clickOnElement(findTestObject(""GenericII/minimize""))",Chrome 85.0.4183.121,,,2020-09-28 15:19:56,2020-09-28 15:19:59,3.461s,PASSED
,,,,,,,
Test Cases/FAQ_SSO/botSideOptionsNavigation_Test,Chrome 85.0.4183.121,TestCase Agenda: To navigate module within a FAQ bot,,2020-09-28 15:19:59,2020-09-28 15:20:55,55.952s,PASSED
"platform.Method.clickOnElement(findTestObject(""ICONS/sidebarSettings""))",Chrome 85.0.4183.121,,,2020-09-28 15:20:00,2020-09-28 15:20:06,5.845s,PASSED
