Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
demo,Firefox 70.0,,,2020-07-14 18:18:37,2020-07-14 18:19:12,35.799s,INCOMPLETE
,,,,,,,
Test Cases/Generic/loginPage_Test,Firefox 70.0,TestCase Agenda: Verification of login page for imibot,,2020-07-14 18:18:38,2020-07-14 18:19:12,34.721s,PASSED
Start listener action : setUp,Firefox 70.0,,,2020-07-14 18:18:38,2020-07-14 18:19:10,32.087s,PASSED
windowTitle = getWindowTitle(),Firefox 70.0,,,2020-07-14 18:19:11,2020-07-14 18:19:12,1.097s,PASSED
assert windowTitle == testValue,Firefox 70.0,,,2020-07-14 18:19:12,2020-07-14 18:19:12,0.005s,PASSED
