Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
GENERIC1,Chrome 86.0.4240.183,,,2020-11-05 15:21:58,2020-11-05 15:28:39,6m - 41.466s,INCOMPLETE
,,,,,,,
Test Cases/Generic/botPageAndHeaderAccess_Test,Chrome 86.0.4240.183,TestCase Agenda: To verify if navigation to header options is possible and  navigation back to home page,,2020-11-05 15:22:45,2020-11-05 15:24:00,1m - 15.545s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Dashboard""]))",Chrome 86.0.4240.183,,,2020-11-05 15:22:45,2020-11-05 15:22:48,2.582s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/imiLogo""))",Chrome 86.0.4240.183,,,2020-11-05 15:22:48,2020-11-05 15:22:50,2.387s,PASSED
"verifyElementPresent(findTestObject(""Button/createBot""), 15, STOP_ON_FAILURE)",Chrome 86.0.4240.183,,,2020-11-05 15:22:50,2020-11-05 15:22:52,1.266s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Knowledge""]))",Chrome 86.0.4240.183,,,2020-11-05 15:22:52,2020-11-05 15:22:55,3.083s,PASSED
"verifyElementText(findTestObject(""Generic/kbHeader""), ""Enterprise Knowledge Base"", OPTIONAL)",Chrome 86.0.4240.183,,,2020-11-05 15:22:55,2020-11-05 15:22:57,2.697s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/imiLogo""))",Chrome 86.0.4240.183,,,2020-11-05 15:22:57,2020-11-05 15:23:00,2.366s,PASSED
"verifyElementPresent(findTestObject(""Button/createBot""), 15, STOP_ON_FAILURE)",Chrome 86.0.4240.183,,,2020-11-05 15:23:00,2020-11-05 15:23:11,11.174s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Analytics""]))",Chrome 86.0.4240.183,,,2020-11-05 15:23:11,2020-11-05 15:23:13,2.256s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/imiLogo""))",Chrome 86.0.4240.183,,,2020-11-05 15:23:13,2020-11-05 15:23:16,3.109s,PASSED
"verifyElementPresent(findTestObject(""Button/createBot""), 15, STOP_ON_FAILURE)",Chrome 86.0.4240.183,,,2020-11-05 15:23:16,2020-11-05 15:23:25,8.449s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Reports""]))",Chrome 86.0.4240.183,,,2020-11-05 15:23:25,2020-11-05 15:23:28,3.202s,PASSED
"verifyElementClickable(findTestObject(""Button/newReport""), STOP_ON_FAILURE)",Chrome 86.0.4240.183,,,2020-11-05 15:23:28,2020-11-05 15:23:30,2.508s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/imiLogo""))",Chrome 86.0.4240.183,,,2020-11-05 15:23:30,2020-11-05 15:23:33,2.506s,PASSED
"verifyElementPresent(findTestObject(""Button/createBot""), 15, STOP_ON_FAILURE)",Chrome 86.0.4240.183,,,2020-11-05 15:23:33,2020-11-05 15:23:42,9.526s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Task bots""]))",Chrome 86.0.4240.183,,,2020-11-05 15:23:42,2020-11-05 15:23:46,3.342s,PASSED
"comment(""Verification of Task bots"")",Chrome 86.0.4240.183,,,2020-11-05 15:23:46,2020-11-05 15:23:46,0.122s,PASSED
"verifyElementPresent(findTestObject(""Button/createBot""), 20, STOP_ON_FAILURE)",Chrome 86.0.4240.183,,,2020-11-05 15:23:46,2020-11-05 15:23:47,1.416s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Smart bots""]))",Chrome 86.0.4240.183,,,2020-11-05 15:23:47,2020-11-05 15:23:51,3.545s,PASSED
"comment(""Verification of Smart bots"")",Chrome 86.0.4240.183,,,2020-11-05 15:23:51,2020-11-05 15:23:51,0.011s,PASSED
"verifyElementPresent(findTestObject(""Button/createBot""), 20, STOP_ON_FAILURE)",Chrome 86.0.4240.183,,,2020-11-05 15:23:51,2020-11-05 15:23:52,1.373s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Router bots""]))",Chrome 86.0.4240.183,,,2020-11-05 15:23:52,2020-11-05 15:23:55,2.604s,PASSED
"comment(""Verification of Router bots"")",Chrome 86.0.4240.183,,,2020-11-05 15:23:55,2020-11-05 15:23:55,0.012s,PASSED
"verifyElementPresent(findTestObject(""Button/createBot""), 20, STOP_ON_FAILURE)",Chrome 86.0.4240.183,,,2020-11-05 15:23:55,2020-11-05 15:23:56,1.354s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Pipeline bots""]))",Chrome 86.0.4240.183,,,2020-11-05 15:23:56,2020-11-05 15:23:59,2.617s,PASSED
"comment(""Verification of Pipeline bots"")",Chrome 86.0.4240.183,,,2020-11-05 15:23:59,2020-11-05 15:23:59,0.013s,PASSED
"verifyElementPresent(findTestObject(""Button/createBot""), 20, STOP_ON_FAILURE)",Chrome 86.0.4240.183,,,2020-11-05 15:23:59,2020-11-05 15:24:00,1.374s,PASSED
,,,,,,,
Test Cases/Generic/adminServiceKeyFunctionality_Test,Chrome 86.0.4240.183,TestCase Agenda: To verify overview page service key functionality for user of type 'Admin',,2020-11-05 15:24:00,2020-11-05 15:24:34,33.383s,PASSED
"mouseOver(findTestObject(""Generic/userInitials""))",Chrome 86.0.4240.183,,,2020-11-05 15:24:01,2020-11-05 15:24:03,2.620s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Enterprise profile""]))",Chrome 86.0.4240.183,,,2020-11-05 15:24:03,2020-11-05 15:24:10,6.190s,PASSED
"platform.Method.clickOnElement(findTestObject(""Button/newToken""))",Chrome 86.0.4240.183,,,2020-11-05 15:24:10,2020-11-05 15:24:12,2.431s,PASSED
description = now().toString(),Chrome 86.0.4240.183,,,2020-11-05 15:24:12,2020-11-05 15:24:12,0.106s,PASSED
"sendKeys(findTestObject(""Input/newTokenDescription""), description)",Chrome 86.0.4240.183,,,2020-11-05 15:24:12,2020-11-05 15:24:15,2.769s,PASSED
"platform.Method.clickOnElement(findTestObject(""Button/create""))",Chrome 86.0.4240.183,,,2020-11-05 15:24:15,2020-11-05 15:24:17,2.322s,PASSED
"listOfServiceKeys = findWebElements(findTestObject(""GenericII/serviceKeyList""), 5)",Chrome 86.0.4240.183,,,2020-11-05 15:24:17,2020-11-05 15:24:19,1.886s,PASSED
assert getText().contentEquals(description) == true,Chrome 86.0.4240.183,,,2020-11-05 15:24:19,2020-11-05 15:24:21,1.675s,PASSED
