Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
routerSuiteE2E,Chrome 83.0.4103.116,,,2020-06-30 09:08:07,2020-06-30 09:21:53,13m - 45.925s,INCOMPLETE
,,,,,,,
Test Cases/Routerbot/botCreation_Test,Chrome 83.0.4103.116,"TestCase Agenda: Verify if a user(Admin) can successfully create a router bot

Step 1: Navigate to bot type
Step 2: Click on create bot button and fill in details
Step 3: Click on done button to complete creation process",,2020-06-30 09:08:12,2020-06-30 09:10:22,2m - 9.741s,PASSED
Start listener action : setUp,Chrome 83.0.4103.116,,,2020-06-30 09:08:18,2020-06-30 09:08:44,26.665s,PASSED
"callTestCase(findTestCase(""Generic/successfulLogin_Test""), [:], STOP_ON_FAILURE)",Chrome 83.0.4103.116,,,2020-06-30 09:08:45,2020-06-30 09:09:22,36.239s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Router bots""]))",Chrome 83.0.4103.116,,,2020-06-30 09:09:22,2020-06-30 09:09:25,3.311s,PASSED
"platform.Method.clickOnElement(findTestObject(""Button/createBot""))",Chrome 83.0.4103.116,,,2020-06-30 09:09:25,2020-06-30 09:09:30,4.975s,PASSED
"sendKeys(findTestObject(""Input/botName""), nameOfTheBot)",Chrome 83.0.4103.116,,,2020-06-30 09:09:30,2020-06-30 09:09:35,4.813s,PASSED
"platform.Method.clickOnElement(findTestObject(""GenericII/smartContinueBtn""))",Chrome 83.0.4103.116,,,2020-06-30 09:09:35,2020-06-30 09:09:38,2.959s,PASSED
"platform.Method.clickOnElement(findTestObject(""NewRepo/labelForChildBot""))",Chrome 83.0.4103.116,,,2020-06-30 09:09:38,2020-06-30 09:09:40,2.839s,PASSED
"index = platform.Method.getIndexFromTheList(findTestObject(""NewRepo/listOfChildBots""), childBotName)",Chrome 83.0.4103.116,,,2020-06-30 09:09:40,2020-06-30 09:09:47,6.616s,PASSED
"platform.Method.clickOnElement(findTestObject(""NewRepo/childBotCheckbox"", [""index"":index]))",Chrome 83.0.4103.116,,,2020-06-30 09:09:47,2020-06-30 09:09:50,2.483s,PASSED
"newIndex = platform.Method.getIndexFromTheList(findTestObject(""NewRepo/listOfChildBots""), childBotName2)",Chrome 83.0.4103.116,,,2020-06-30 09:09:50,2020-06-30 09:10:10,20.289s,PASSED
"platform.Method.clickOnElement(findTestObject(""NewRepo/childBotCheckbox"", [""index"":newIndex]))",Chrome 83.0.4103.116,,,2020-06-30 09:10:10,2020-06-30 09:10:12,2.497s,PASSED
"platform.Method.clickOnElement(findTestObject(""Toggle/feedback""))",Chrome 83.0.4103.116,,,2020-06-30 09:10:12,2020-06-30 09:10:15,2.451s,PASSED
"platform.Method.clickOnElement(findTestObject(""GenericII/smartContinueBtn""))",Chrome 83.0.4103.116,,,2020-06-30 09:10:15,2020-06-30 09:10:18,3.148s,PASSED
"platform.Method.clickOnElement(findTestObject(""Button/done""))",Chrome 83.0.4103.116,,,2020-06-30 09:10:18,2020-06-30 09:10:22,3.593s,PASSED
,,,,,,,
