Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
v4.4_TaskSuite,Chrome 86.0.4240.75,,,2020-10-14 23:34:11,2020-10-14 23:40:46,6m - 35.237s,INCOMPLETE
,,,,,,,
Test Cases/TASK_SSO/botCreation_Test,Chrome 86.0.4240.75,TestCase Agenda: Verification of task bot creation,,2020-10-14 23:35:05,2020-10-14 23:35:31,26.005s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Task bots""]))",Chrome 86.0.4240.75,,,2020-10-14 23:35:06,2020-10-14 23:35:09,3.514s,PASSED
"platform.Method.clickOnElement(findTestObject(""Button/createBot""))",Chrome 86.0.4240.75,,,2020-10-14 23:35:09,2020-10-14 23:35:12,3.269s,PASSED
"sendKeys(findTestObject(""Input/botName""), nameOfTheBot)",Chrome 86.0.4240.75,,,2020-10-14 23:35:12,2020-10-14 23:35:15,2.742s,PASSED
"platform.Method.clickOnElement(findTestObject(""Toggle/feedback""))",Chrome 86.0.4240.75,,,2020-10-14 23:35:15,2020-10-14 23:35:17,2.310s,PASSED
"platform.Method.clickOnElement(findTestObject(""Button/done""))",Chrome 86.0.4240.75,,,2020-10-14 23:35:17,2020-10-14 23:35:20,2.531s,PASSED
"waitForElementVisible(findTestObject(""Generic/modelState""), 60, OPTIONAL)",Chrome 86.0.4240.75,,,2020-10-14 23:35:20,2020-10-14 23:35:29,9.172s,PASSED
"if (!(verifyElementText(findTestObject(""Generic/modelState""), ""Trained"", OPTIONAL)))",Chrome 86.0.4240.75,,,2020-10-14 23:35:29,2020-10-14 23:35:31,2.284s,PASSED
,,,,,,,
Test Cases/Sprint/v4.4/mapLocationEntityCreation_Test,Chrome 86.0.4240.75,"Scenario 1: Verify if Map location entity can successfully be created 

Given: User is on new entity creation page

When: User clicks on create entity button
And: User enters entity name and selects entity type map location
And: User clicks on save button
Then: A new entity of map type should get created and present on entity list 

Scenario 2: Verify if Map location entity can be updated successfully(Name of the entity can only be updated)

Given: Map entity is already present on entity list

When: User selects a map entity
And: User modifies the name and clicks on save button
Then: Application should successfully update the map entity name",,2020-10-14 23:35:31,2020-10-14 23:36:28,56.910s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/training""))",Chrome 86.0.4240.75,,,2020-10-14 23:35:32,2020-10-14 23:35:34,2.280s,PASSED
"testData = findTestData(""Data Files/testData_Task"")",Chrome 86.0.4240.75,,,2020-10-14 23:35:34,2020-10-14 23:35:37,3.197s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Entities""]))",Chrome 86.0.4240.75,,,2020-10-14 23:35:37,2020-10-14 23:35:40,2.310s,PASSED
"comment("" *** SCENARIO 1 STARTED ***"")",Chrome 86.0.4240.75,,,2020-10-14 23:35:40,2020-10-14 23:35:40,0.121s,PASSED
"platform.Method.clickOnElement(findTestObject(""Button/createEntity""))",Chrome 86.0.4240.75,,,2020-10-14 23:35:40,2020-10-14 23:35:43,2.654s,PASSED
"platform.Training.createEntity(testData.getValue(""map_entity"", 1), "" Map location (whatsapp) "", null)",Chrome 86.0.4240.75,,,2020-10-14 23:35:43,2020-10-14 23:35:53,10.302s,PASSED
"waitForElementPresent(findTestObject(""ICONS/toastMsg""), 20, CONTINUE_ON_FAILURE)",Chrome 86.0.4240.75,,,2020-10-14 23:35:53,2020-10-14 23:35:54,1.348s,PASSED
"comment("" *** VALIDATION --> ENTITY CREATION CHECK ***"")",Chrome 86.0.4240.75,,,2020-10-14 23:35:54,2020-10-14 23:35:54,0.003s,PASSED
"mapElement = findWebElements(findTestObject(""GenericII/listOfEntityNames""), 5).get(0)",Chrome 86.0.4240.75,,,2020-10-14 23:35:54,2020-10-14 23:35:55,1.234s,PASSED
"assert getText().contentEquals(""map"") == true",Chrome 86.0.4240.75,,,2020-10-14 23:35:55,2020-10-14 23:35:57,1.102s,PASSED
"comment("" *** SCENARIO 2 STARTED ***"")",Chrome 86.0.4240.75,,,2020-10-14 23:35:57,2020-10-14 23:35:57,0.009s,PASSED
mapElement.click(),Chrome 86.0.4240.75,,,2020-10-14 23:35:57,2020-10-14 23:35:58,1.314s,PASSED
"setText(findTestObject(""Input/entityName""), testData.getValue(""map_entity"", 2))",Chrome 86.0.4240.75,,,2020-10-14 23:35:58,2020-10-14 23:36:02,4.034s,PASSED
"platform.Method.clickOnElement(findTestObject(""Button/entityPageSaveButton""))",Chrome 86.0.4240.75,,,2020-10-14 23:36:02,2020-10-14 23:36:04,2.332s,PASSED
"waitForElementPresent(findTestObject(""ICONS/toastMsg""), 20, CONTINUE_ON_FAILURE)",Chrome 86.0.4240.75,,,2020-10-14 23:36:04,2020-10-14 23:36:06,1.271s,PASSED
"comment("" *** VALIDATION --> ENTITY NAME UPDATE CHECK ***"")",Chrome 86.0.4240.75,,,2020-10-14 23:36:06,2020-10-14 23:36:06,0.009s,PASSED
"mapElement = findWebElements(findTestObject(""GenericII/listOfEntityNames""), 5).get(0)",Chrome 86.0.4240.75,,,2020-10-14 23:36:06,2020-10-14 23:36:07,1.222s,PASSED
"assert getText().contentEquals(""new map"") == true",Chrome 86.0.4240.75,,,2020-10-14 23:36:07,2020-10-14 23:36:08,1.073s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/response""))",Chrome 86.0.4240.75,,,2020-10-14 23:36:08,2020-10-14 23:36:10,2.519s,PASSED
"platform.Response.createRichResponse(testData.getValue(""rich_template"", 6), testData.getValue(""rich_template_value"", 6))",Chrome 86.0.4240.75,,,2020-10-14 23:36:10,2020-10-14 23:36:27,16.654s,PASSED
"waitForElementPresent(findTestObject(""ICONS/toastMsg""), 20, CONTINUE_ON_FAILURE)",Chrome 86.0.4240.75,,,2020-10-14 23:36:27,2020-10-14 23:36:28,1.258s,PASSED
,,,,,,,
