Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
demo,Chrome 84.0.4147.135,,,2020-08-25 19:48:35,2020-08-25 20:05:54,17m - 18.982s,INCOMPLETE
,,,,,,,
Test Cases/FAQ/botCreation_Test,Chrome 84.0.4147.135,TestCase Agenda: To test faq bot creation,,2020-08-25 19:49:27,2020-08-25 19:49:55,27.947s,PASSED
"platform.Method.clickOnElement(findTestObject(""Button/createBot""))",Chrome 84.0.4147.135,,,2020-08-25 19:49:28,2020-08-25 19:49:32,3.494s,PASSED
"sendKeys(findTestObject(""Input/botName""), nameOfTheBot)",Chrome 84.0.4147.135,,,2020-08-25 19:49:32,2020-08-25 19:49:35,3.404s,PASSED
"platform.Method.clickOnElement(findTestObject(""Toggle/feedback""))",Chrome 84.0.4147.135,,,2020-08-25 19:49:35,2020-08-25 19:49:37,2.408s,PASSED
"platform.Method.clickOnElement(findTestObject(""Button/done""))",Chrome 84.0.4147.135,,,2020-08-25 19:49:37,2020-08-25 19:49:40,2.511s,PASSED
"waitForElementVisible(findTestObject(""Generic/articleState""), 60, OPTIONAL)",Chrome 84.0.4147.135,,,2020-08-25 19:49:40,2020-08-25 19:49:50,10.566s,PASSED
"verifyElementText(findTestObject(""Generic/articleState""), ""Trained"", STOP_ON_FAILURE)",Chrome 84.0.4147.135,,,2020-08-25 19:49:50,2020-08-25 19:49:53,2.335s,PASSED
"platform.Method.clickOnElement(findTestObject(""GenericII/minimize""))",Chrome 84.0.4147.135,,,2020-08-25 19:49:53,2020-08-25 19:49:55,2.377s,PASSED
,,,,,,,
Test Cases/FAQ/botSideOptionsNavigation_Test,Chrome 84.0.4147.135,TestCase Agenda: To navigate module within a FAQ bot,,2020-08-25 19:49:55,2020-08-25 19:50:45,49.444s,PASSED
"platform.Method.clickOnElement(findTestObject(""ICONS/sidebarSettings""))",Chrome 84.0.4147.135,,,2020-08-25 19:49:56,2020-08-25 19:50:01,4.343s,PASSED
"waitForElementPresent(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Bot configuration""]), 10, STOP_ON_FAILURE)",Chrome 84.0.4147.135,,,2020-08-25 19:50:01,2020-08-25 19:50:02,1.298s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Management""]))",Chrome 84.0.4147.135,,,2020-08-25 19:50:02,2020-08-25 19:50:05,2.638s,PASSED
"waitForElementPresent(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Bot status""]), 10, STOP_ON_FAILURE)",Chrome 84.0.4147.135,,,2020-08-25 19:50:05,2020-08-25 19:50:06,1.648s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Security""]))",Chrome 84.0.4147.135,,,2020-08-25 19:50:06,2020-08-25 19:50:09,2.413s,PASSED
"verifyElementPresent(findTestObject(""NewRepo/inputConsentDisclaimer""), 10, STOP_ON_FAILURE)",Chrome 84.0.4147.135,,,2020-08-25 19:50:09,2020-08-25 19:50:11,1.813s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Handover and Inference""]))",Chrome 84.0.4147.135,,,2020-08-25 19:50:11,2020-08-25 19:50:13,2.568s,PASSED
"waitForElementPresent(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Inference""]), 10, STOP_ON_FAILURE)",Chrome 84.0.4147.135,,,2020-08-25 19:50:13,2020-08-25 19:50:15,1.529s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Integrations""]))",Chrome 84.0.4147.135,,,2020-08-25 19:50:15,2020-08-25 19:50:17,2.442s,PASSED
"waitForElementPresent(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Chat Agent Platforms""]), 10, STOP_ON_FAILURE)",Chrome 84.0.4147.135,,,2020-08-25 19:50:17,2020-08-25 19:50:19,1.493s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/nlp""))",Chrome 84.0.4147.135,,,2020-08-25 19:50:19,2020-08-25 19:50:22,3.134s,PASSED
"waitForElementPresent(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Input recognition""]), 10, STOP_ON_FAILURE)",Chrome 84.0.4147.135,,,2020-08-25 19:50:22,2020-08-25 19:50:23,1.464s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Knowledge base""]))",Chrome 84.0.4147.135,,,2020-08-25 19:50:23,2020-08-25 19:50:26,2.397s,PASSED
"verifyElementPresent(findTestObject(""NewRepo/newConceptBtn""), 10, STOP_ON_FAILURE)",Chrome 84.0.4147.135,,,2020-08-25 19:50:26,2020-08-25 19:50:27,1.665s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/articles""))",Chrome 84.0.4147.135,,,2020-08-25 19:50:27,2020-08-25 19:50:30,2.417s,PASSED
"waitForElementPresent(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Knowledge base""]), 10, STOP_ON_FAILURE)",Chrome 84.0.4147.135,,,2020-08-25 19:50:30,2020-08-25 19:50:32,1.804s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Curation""]))",Chrome 84.0.4147.135,,,2020-08-25 19:50:32,2020-08-25 19:50:34,2.647s,PASSED
"waitForElementPresent(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Unresolved issues""]), 10, STOP_ON_FAILURE)",Chrome 84.0.4147.135,,,2020-08-25 19:50:34,2020-08-25 19:50:36,1.419s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/session""))",Chrome 84.0.4147.135,,,2020-08-25 19:50:36,2020-08-25 19:50:39,3.001s,PASSED
"waitForElementPresent(findTestObject(""Generic/webObjectWithText"", [""textValue"":""Conversations""]), 10, STOP_ON_FAILURE)",Chrome 84.0.4147.135,,,2020-08-25 19:50:39,2020-08-25 19:50:41,2.255s,PASSED
"platform.Method.clickOnElement(findTestObject(""Generic/webObjectWithText"", [""textValue"":""History""]))",Chrome 84.0.4147.135,,,2020-08-25 19:50:41,2020-08-25 19:50:43,2.471s,PASSED
"waitForElementPresent(findTestObject(""Generic/webObjectWithText"", [""textValue"":""History""]), 10, STOP_ON_FAILURE)",Chrome 84.0.4147.135,,,2020-08-25 19:50:43,2020-08-25 19:50:45,1.313s,PASSED
,,,,,,,
Test Cases/FAQ/botUrlAndDefaultArticleConfiguration_Test,Chrome 84.0.4147.135,TestCase Agenda: Update bot logo and welcome message,,2020-08-25 19:50:45,2020-08-25 19:51:59,1m - 14.638s,PASSED
"platform.Method.clickOnElement(findTestObject(""ICONS/sidebarSettings""))",Chrome 84.0.4147.135,,,2020-08-25 19:50:51,2020-08-25 19:50:55,3.634s,PASSED
"waitForElementPresent(findTestObject(""Input/botLogo""), 20, OPTIONAL)",Chrome 84.0.4147.135,,,2020-08-25 19:50:55,2020-08-25 19:50:56,1.231s,PASSED
"setText(findTestObject(""Input/botLogo""), botLogo)",Chrome 84.0.4147.135,,,2020-08-25 19:50:56,2020-08-25 19:51:02,6.335s,PASSED
